,OrderWeek,Segment,City,State,Region,SubCategory,Discount
7836,39,Corporate,Seattle,Washington,West,Chairs,0.2
7837,39,Corporate,Seattle,Washington,West,Labels,0.0
7838,39,Corporate,Seattle,Washington,West,Accessories,0.0
7839,13,Consumer,Des Moines,Iowa,Central,Envelopes,0.0
7840,13,Consumer,Des Moines,Iowa,Central,Tables,0.0
7841,28,Consumer,New York City,New York,East,Appliances,0.0
7842,16,Consumer,Arlington,Virginia,South,Binders,0.0
7844,29,Consumer,Pharr,Texas,Central,Tables,0.3
7845,39,Consumer,Arlington,Virginia,South,Paper,0.0
7848,18,Consumer,Irving,Texas,Central,Storage,0.2
7849,18,Consumer,Irving,Texas,Central,Storage,0.2
7850,18,Consumer,Irving,Texas,Central,Labels,0.2
7851,50,Corporate,Chicago,Illinois,Central,Paper,0.2
7853,52,Home Office,Los Angeles,California,West,Paper,0.0
7854,49,Consumer,Hattiesburg,Mississippi,South,Appliances,0.0
7855,49,Consumer,Hattiesburg,Mississippi,South,Accessories,0.0
7856,22,Corporate,New York City,New York,East,Binders,0.2
7857,22,Corporate,New York City,New York,East,Phones,0.0
7858,22,Corporate,New York City,New York,East,Appliances,0.0
7859,22,Corporate,New York City,New York,East,Paper,0.0
7861,42,Consumer,Seattle,Washington,West,Accessories,0.0
7862,42,Consumer,Seattle,Washington,West,Storage,0.0
7863,29,Consumer,Mesa,Arizona,West,Storage,0.2
7864,29,Consumer,Mesa,Arizona,West,Paper,0.2
7865,29,Consumer,Mesa,Arizona,West,Chairs,0.2
7867,47,Home Office,Salt Lake City,Utah,West,Paper,0.0
7868,21,Consumer,Los Angeles,California,West,Paper,0.0
7869,27,Consumer,Jacksonville,North Carolina,South,Accessories,0.2
7870,39,Corporate,Lakewood,Ohio,East,Envelopes,0.2
7871,40,Home Office,Lake Forest,California,West,Labels,0.0
7872,40,Home Office,Lake Forest,California,West,Chairs,0.2
7873,40,Home Office,Lake Forest,California,West,Paper,0.0
7874,40,Home Office,Lake Forest,California,West,Paper,0.0
7875,36,Corporate,Portland,Oregon,West,Paper,0.2
7876,36,Corporate,Portland,Oregon,West,Appliances,0.2
7877,11,Consumer,Charlotte,North Carolina,South,Labels,0.2
7879,24,Corporate,Philadelphia,Pennsylvania,East,Tables,0.4
7880,48,Consumer,Thornton,Colorado,West,Art,0.2
7882,48,Consumer,Thornton,Colorado,West,Accessories,0.2
7883,48,Consumer,Thornton,Colorado,West,Paper,0.2
7884,48,Consumer,Thornton,Colorado,West,Supplies,0.2
7885,48,Consumer,Thornton,Colorado,West,Furnishings,0.2
7886,48,Consumer,Thornton,Colorado,West,Furnishings,0.2
7887,48,Consumer,Thornton,Colorado,West,Furnishings,0.2
7888,33,Consumer,Davis,California,West,Paper,0.0
7889,51,Consumer,Fayetteville,Arkansas,South,Art,0.0
7890,51,Consumer,Fayetteville,Arkansas,South,Accessories,0.0
7891,51,Consumer,Fayetteville,Arkansas,South,Furnishings,0.0
7892,51,Consumer,Fayetteville,Arkansas,South,Paper,0.0
7893,29,Home Office,New York City,New York,East,Binders,0.2
7894,25,Home Office,Wheeling,West Virginia,East,Binders,0.0
7895,25,Home Office,Wheeling,West Virginia,East,Binders,0.0
7896,25,Home Office,Wheeling,West Virginia,East,Paper,0.0
7897,32,Consumer,Memphis,Tennessee,South,Appliances,0.2
7899,32,Consumer,Memphis,Tennessee,South,Fasteners,0.2
7900,32,Consumer,Memphis,Tennessee,South,Accessories,0.2
7901,32,Consumer,Memphis,Tennessee,South,Furnishings,0.2
7902,32,Consumer,Memphis,Tennessee,South,Envelopes,0.2
7903,32,Consumer,Memphis,Tennessee,South,Chairs,0.2
7904,45,Consumer,Houston,Texas,Central,Paper,0.2
7905,42,Home Office,Dallas,Texas,Central,Envelopes,0.2
7907,30,Corporate,San Francisco,California,West,Appliances,0.0
7908,48,Consumer,Morgan Hill,California,West,Tables,0.2
7909,48,Consumer,Morgan Hill,California,West,Art,0.0
7910,48,Consumer,Morgan Hill,California,West,Storage,0.0
7911,48,Consumer,Morgan Hill,California,West,Bookcases,0.15
7913,34,Consumer,Cleveland,Ohio,East,Storage,0.2
7914,24,Home Office,New York City,New York,East,Machines,0.0
7915,24,Home Office,New York City,New York,East,Accessories,0.0
7916,47,Home Office,Philadelphia,Pennsylvania,East,Chairs,0.3
7917,36,Home Office,Garland,Texas,Central,Art,0.2
7918,27,Home Office,San Diego,California,West,Binders,0.2
7919,37,Home Office,Waterbury,Connecticut,East,Storage,0.0
7920,37,Home Office,Waterbury,Connecticut,East,Accessories,0.0
7921,11,Consumer,Columbia,Maryland,East,Binders,0.0
7922,38,Home Office,Hollywood,Florida,South,Phones,0.2
7924,32,Consumer,Springfield,Virginia,South,Binders,0.0
7925,32,Consumer,Springfield,Virginia,South,Labels,0.0
7926,47,Corporate,New York City,New York,East,Accessories,0.0
7927,47,Corporate,New York City,New York,East,Phones,0.0
7928,47,Corporate,New York City,New York,East,Furnishings,0.0
7929,30,Home Office,Dallas,Texas,Central,Tables,0.3
7930,12,Corporate,New York City,New York,East,Art,0.0
7931,28,Corporate,Portland,Oregon,West,Chairs,0.2
7932,28,Corporate,Portland,Oregon,West,Paper,0.2
7933,33,Corporate,Brentwood,California,West,Envelopes,0.0
7934,33,Corporate,Brentwood,California,West,Phones,0.2
7935,33,Corporate,Brentwood,California,West,Paper,0.0
7936,33,Corporate,Brentwood,California,West,Binders,0.2
7937,33,Corporate,Brentwood,California,West,Appliances,0.0
7938,33,Corporate,Brentwood,California,West,Storage,0.0
7939,33,Corporate,Brentwood,California,West,Binders,0.2
7940,50,Corporate,San Diego,California,West,Chairs,0.2
7943,52,Consumer,Dallas,Texas,Central,Supplies,0.2
7944,52,Consumer,Dallas,Texas,Central,Art,0.2
7947,9,Consumer,El Paso,Texas,Central,Fasteners,0.2
7948,9,Consumer,El Paso,Texas,Central,Chairs,0.3
7950,9,Consumer,El Paso,Texas,Central,Storage,0.2
7951,47,Consumer,New York City,New York,East,Binders,0.2
7952,47,Consumer,New York City,New York,East,Phones,0.0
7953,14,Corporate,Revere,Massachusetts,East,Storage,0.0
7954,14,Corporate,Revere,Massachusetts,East,Binders,0.0
7955,40,Corporate,Chico,California,West,Chairs,0.2
7956,40,Corporate,Chico,California,West,Fasteners,0.0
7957,40,Corporate,Chico,California,West,Appliances,0.0
7958,40,Corporate,Chico,California,West,Furnishings,0.0
7959,40,Corporate,Chico,California,West,Tables,0.2
7960,40,Corporate,Chico,California,West,Phones,0.2
7961,46,Corporate,Miramar,Florida,South,Storage,0.2
7963,46,Corporate,Miramar,Florida,South,Appliances,0.2
7964,46,Corporate,Miramar,Florida,South,Paper,0.2
7965,46,Corporate,Miramar,Florida,South,Paper,0.2
7966,13,Corporate,Los Angeles,California,West,Paper,0.0
7968,41,Corporate,Denver,Colorado,West,Phones,0.2
7969,41,Corporate,Denver,Colorado,West,Chairs,0.2
7970,33,Corporate,Philadelphia,Pennsylvania,East,Phones,0.4
7971,33,Corporate,Philadelphia,Pennsylvania,East,Accessories,0.2
7972,33,Corporate,Philadelphia,Pennsylvania,East,Paper,0.2
7974,33,Corporate,Philadelphia,Pennsylvania,East,Furnishings,0.2
7976,33,Corporate,Philadelphia,Pennsylvania,East,Paper,0.2
7977,22,Consumer,Jackson,Mississippi,South,Phones,0.0
7978,22,Consumer,Jackson,Mississippi,South,Phones,0.0
7979,35,Home Office,Los Angeles,California,West,Binders,0.2
7980,1,Consumer,Houston,Texas,Central,Paper,0.2
7981,37,Consumer,Clifton,New Jersey,East,Appliances,0.0
7982,37,Consumer,Clifton,New Jersey,East,Furnishings,0.0
7983,3,Corporate,Chicago,Illinois,Central,Fasteners,0.2
7984,3,Corporate,Chicago,Illinois,Central,Art,0.2
7985,16,Consumer,Seattle,Washington,West,Binders,0.2
7986,29,Consumer,Long Beach,New York,East,Phones,0.0
7987,34,Home Office,Sheboygan,Wisconsin,Central,Labels,0.0
7988,34,Home Office,Sheboygan,Wisconsin,Central,Labels,0.0
7989,34,Home Office,Sheboygan,Wisconsin,Central,Storage,0.0
7990,34,Home Office,Sheboygan,Wisconsin,Central,Accessories,0.0
7992,24,Consumer,Boca Raton,Florida,South,Accessories,0.2
7996,44,Home Office,San Diego,California,West,Accessories,0.0
7998,18,Corporate,Seattle,Washington,West,Furnishings,0.0
7999,18,Corporate,Seattle,Washington,West,Appliances,0.0
8000,45,Consumer,Dubuque,Iowa,Central,Phones,0.0
8001,50,Consumer,Los Angeles,California,West,Accessories,0.0
8002,50,Consumer,Los Angeles,California,West,Supplies,0.0
8003,49,Consumer,Lowell,Massachusetts,East,Phones,0.0
8004,49,Consumer,Lowell,Massachusetts,East,Furnishings,0.0
8005,49,Consumer,Lowell,Massachusetts,East,Furnishings,0.0
8007,47,Consumer,Oklahoma City,Oklahoma,Central,Storage,0.0
8008,47,Consumer,Oklahoma City,Oklahoma,Central,Paper,0.0
8009,47,Consumer,Oklahoma City,Oklahoma,Central,Chairs,0.0
8010,12,Corporate,Philadelphia,Pennsylvania,East,Paper,0.2
8011,25,Consumer,Aurora,Colorado,West,Phones,0.2
8012,21,Consumer,New York City,New York,East,Binders,0.2
8013,21,Consumer,New York City,New York,East,Accessories,0.0
8014,21,Consumer,New York City,New York,East,Fasteners,0.0
8015,21,Consumer,New York City,New York,East,Furnishings,0.0
8016,37,Home Office,Lancaster,Ohio,East,Furnishings,0.2
8017,37,Home Office,Lancaster,Ohio,East,Art,0.2
8018,42,Corporate,Modesto,California,West,Phones,0.2
8020,44,Consumer,Saint Louis,Missouri,Central,Paper,0.0
8022,30,Corporate,Dallas,Texas,Central,Envelopes,0.2
8023,30,Corporate,Dallas,Texas,Central,Chairs,0.3
8025,37,Corporate,New York City,New York,East,Furnishings,0.0
8026,37,Corporate,New York City,New York,East,Storage,0.0
8027,37,Corporate,New York City,New York,East,Accessories,0.0
8028,37,Corporate,New York City,New York,East,Storage,0.0
8029,42,Consumer,San Antonio,Texas,Central,Accessories,0.2
8031,1,Consumer,Amarillo,Texas,Central,Paper,0.2
8032,26,Consumer,Houston,Texas,Central,Paper,0.2
8035,26,Consumer,Houston,Texas,Central,Labels,0.2
8036,38,Consumer,Lawrence,Massachusetts,East,Binders,0.0
8037,28,Corporate,Columbus,Georgia,South,Appliances,0.0
8038,26,Consumer,Los Angeles,California,West,Bookcases,0.15
8039,34,Corporate,Seattle,Washington,West,Chairs,0.2
8040,34,Corporate,Seattle,Washington,West,Storage,0.0
8041,34,Corporate,Seattle,Washington,West,Accessories,0.0
8042,10,Home Office,Cambridge,Massachusetts,East,Accessories,0.0
8043,10,Home Office,Cambridge,Massachusetts,East,Furnishings,0.0
8044,37,Consumer,Salt Lake City,Utah,West,Binders,0.2
8045,38,Consumer,New York City,New York,East,Appliances,0.0
8047,44,Consumer,Wilmington,North Carolina,South,Paper,0.2
8048,26,Corporate,New York City,New York,East,Appliances,0.0
8050,39,Corporate,Philadelphia,Pennsylvania,East,Furnishings,0.2
8051,39,Corporate,Philadelphia,Pennsylvania,East,Appliances,0.2
8052,29,Corporate,New York City,New York,East,Art,0.0
8054,35,Consumer,Los Angeles,California,West,Storage,0.0
8055,35,Consumer,Los Angeles,California,West,Bookcases,0.15
8056,35,Consumer,Los Angeles,California,West,Storage,0.0
8057,35,Consumer,Los Angeles,California,West,Binders,0.2
8058,35,Consumer,Los Angeles,California,West,Phones,0.2
8059,35,Consumer,Los Angeles,California,West,Furnishings,0.0
8060,38,Corporate,Long Beach,New York,East,Paper,0.0
8061,38,Corporate,Long Beach,New York,East,Binders,0.2
8062,45,Consumer,Rochester,New York,East,Phones,0.0
8063,45,Consumer,Rochester,New York,East,Phones,0.0
8064,45,Consumer,Rochester,New York,East,Paper,0.0
8065,45,Consumer,Rochester,New York,East,Storage,0.0
8066,45,Consumer,Rochester,New York,East,Binders,0.2
8067,43,Corporate,San Francisco,California,West,Accessories,0.0
8068,43,Corporate,San Francisco,California,West,Furnishings,0.0
8069,52,Consumer,Huntsville,Texas,Central,Storage,0.2
8071,52,Consumer,Huntsville,Texas,Central,Chairs,0.3
8072,52,Consumer,Huntsville,Texas,Central,Art,0.2
8076,26,Corporate,East Point,Georgia,South,Furnishings,0.0
8077,26,Corporate,East Point,Georgia,South,Binders,0.0
8078,26,Corporate,East Point,Georgia,South,Accessories,0.0
8079,47,Home Office,New York City,New York,East,Binders,0.2
8080,44,Corporate,Springfield,Oregon,West,Labels,0.2
8081,44,Corporate,Springfield,Oregon,West,Paper,0.2
8082,44,Corporate,Springfield,Oregon,West,Appliances,0.2
8085,42,Home Office,Arlington,Virginia,South,Furnishings,0.0
8086,17,Consumer,Wilmington,North Carolina,South,Appliances,0.2
8087,39,Corporate,Yuma,Arizona,West,Art,0.2
8088,28,Consumer,San Bernardino,California,West,Binders,0.2
8089,32,Corporate,Baltimore,Maryland,East,Appliances,0.0
8090,49,Home Office,Seattle,Washington,West,Storage,0.0
8091,50,Consumer,San Francisco,California,West,Labels,0.0
8092,45,Home Office,New York City,New York,East,Art,0.0
8093,30,Consumer,Seattle,Washington,West,Furnishings,0.0
8094,30,Consumer,Seattle,Washington,West,Paper,0.0
8095,30,Consumer,Seattle,Washington,West,Paper,0.0
8096,30,Consumer,Seattle,Washington,West,Accessories,0.0
8097,52,Consumer,Albuquerque,New Mexico,West,Storage,0.0
8098,52,Consumer,Albuquerque,New Mexico,West,Paper,0.0
8099,10,Home Office,Los Angeles,California,West,Accessories,0.0
8100,10,Home Office,Los Angeles,California,West,Machines,0.2
8101,21,Consumer,Los Angeles,California,West,Labels,0.0
8102,21,Consumer,Los Angeles,California,West,Machines,0.2
8103,21,Consumer,Los Angeles,California,West,Storage,0.0
8104,21,Consumer,Los Angeles,California,West,Phones,0.2
8105,7,Home Office,Houston,Texas,Central,Bookcases,0.32
8106,7,Home Office,Houston,Texas,Central,Art,0.2
8107,7,Home Office,Houston,Texas,Central,Phones,0.2
8108,49,Consumer,Philadelphia,Pennsylvania,East,Chairs,0.3
8109,46,Consumer,Chicago,Illinois,Central,Envelopes,0.2
8110,46,Consumer,Chicago,Illinois,Central,Chairs,0.3
8111,48,Consumer,San Angelo,Texas,Central,Chairs,0.3
8113,48,Consumer,San Angelo,Texas,Central,Chairs,0.3
8114,40,Corporate,Pasadena,Texas,Central,Art,0.2
8115,35,Corporate,Los Angeles,California,West,Furnishings,0.0
8116,47,Corporate,Garden City,Kansas,Central,Storage,0.0
8117,26,Consumer,Los Angeles,California,West,Paper,0.0
8118,29,Consumer,Chicago,Illinois,Central,Chairs,0.3
8119,45,Consumer,San Francisco,California,West,Furnishings,0.0
8120,45,Consumer,San Francisco,California,West,Chairs,0.2
8122,50,Consumer,Philadelphia,Pennsylvania,East,Envelopes,0.2
8123,50,Consumer,Philadelphia,Pennsylvania,East,Copiers,0.4
8124,36,Consumer,Modesto,California,West,Chairs,0.2
8126,6,Consumer,Houston,Texas,Central,Accessories,0.2
8127,6,Consumer,Houston,Texas,Central,Storage,0.2
8129,29,Corporate,Riverside,California,West,Accessories,0.0
8130,29,Corporate,Riverside,California,West,Paper,0.0
8131,29,Corporate,Riverside,California,West,Art,0.0
8132,29,Corporate,Riverside,California,West,Storage,0.0
8134,8,Consumer,Los Angeles,California,West,Paper,0.0
8135,8,Consumer,Los Angeles,California,West,Labels,0.0
8136,32,Corporate,Lakeland,Florida,South,Tables,0.45
8137,45,Home Office,New York City,New York,East,Furnishings,0.0
8138,29,Home Office,Philadelphia,Pennsylvania,East,Art,0.2
8140,29,Home Office,Philadelphia,Pennsylvania,East,Paper,0.2
8141,5,Consumer,San Diego,California,West,Labels,0.0
8142,5,Consumer,San Diego,California,West,Storage,0.0
8143,5,Consumer,San Diego,California,West,Tables,0.2
8144,5,Consumer,San Diego,California,West,Phones,0.2
8145,25,Consumer,Lawton,Oklahoma,Central,Appliances,0.0
8146,25,Consumer,Lawton,Oklahoma,Central,Art,0.0
8147,23,Consumer,Salem,Virginia,South,Paper,0.0
8148,52,Home Office,Santa Ana,California,West,Labels,0.0
8149,4,Corporate,Rapid City,South Dakota,Central,Binders,0.0
8150,4,Corporate,Rapid City,South Dakota,Central,Bookcases,0.0
8151,12,Consumer,Seattle,Washington,West,Storage,0.0
8152,12,Consumer,Seattle,Washington,West,Paper,0.0
8153,12,Consumer,Seattle,Washington,West,Copiers,0.0
8154,12,Consumer,Middletown,Connecticut,East,Accessories,0.0
8155,12,Consumer,Middletown,Connecticut,East,Paper,0.0
8156,40,Consumer,Baltimore,Maryland,East,Tables,0.3
8157,46,Consumer,San Diego,California,West,Accessories,0.0
8158,52,Corporate,Odessa,Texas,Central,Paper,0.2
8159,10,Home Office,Milford,Connecticut,East,Accessories,0.0
8160,7,Consumer,Belleville,New Jersey,East,Chairs,0.0
8161,40,Consumer,New York City,New York,East,Appliances,0.0
8162,40,Consumer,New York City,New York,East,Phones,0.0
8163,45,Consumer,San Diego,California,West,Furnishings,0.0
8164,45,Consumer,San Diego,California,West,Binders,0.2
8165,45,Consumer,San Diego,California,West,Binders,0.2
8166,45,Consumer,San Diego,California,West,Bookcases,0.15
8167,30,Corporate,San Francisco,California,West,Tables,0.2
8168,45,Home Office,Seattle,Washington,West,Tables,0.0
8169,45,Home Office,Seattle,Washington,West,Chairs,0.2
8170,45,Home Office,Seattle,Washington,West,Accessories,0.0
8171,6,Consumer,Jackson,Mississippi,South,Art,0.0
8172,28,Home Office,Los Angeles,California,West,Labels,0.0
8173,28,Home Office,Los Angeles,California,West,Binders,0.2
8174,28,Home Office,Los Angeles,California,West,Storage,0.0
8175,4,Corporate,Chicago,Illinois,Central,Paper,0.2
8176,38,Home Office,New York City,New York,East,Storage,0.0
8177,51,Consumer,Los Angeles,California,West,Accessories,0.0
8178,35,Consumer,Des Moines,Washington,West,Copiers,0.0
8179,31,Consumer,Springfield,Oregon,West,Tables,0.5
8180,47,Consumer,Philadelphia,Pennsylvania,East,Tables,0.4
8181,47,Consumer,Philadelphia,Pennsylvania,East,Phones,0.4
8184,29,Corporate,Chicago,Illinois,Central,Paper,0.2
8185,37,Consumer,Chicago,Illinois,Central,Envelopes,0.2
8186,37,Consumer,Chicago,Illinois,Central,Chairs,0.3
8187,49,Corporate,New York City,New York,East,Paper,0.0
8188,40,Consumer,Rockville,Maryland,East,Paper,0.0
8189,40,Consumer,Rockville,Maryland,East,Binders,0.0
8190,46,Consumer,New York City,New York,East,Paper,0.0
8191,46,Consumer,New York City,New York,East,Furnishings,0.0
8193,49,Consumer,Durham,North Carolina,South,Appliances,0.2
8194,49,Consumer,Durham,North Carolina,South,Furnishings,0.2
8195,49,Corporate,Santa Barbara,California,West,Paper,0.0
8196,36,Consumer,Knoxville,Tennessee,South,Accessories,0.2
8197,36,Consumer,Knoxville,Tennessee,South,Art,0.2
8198,36,Consumer,Knoxville,Tennessee,South,Paper,0.2
8200,17,Consumer,Chicago,Illinois,Central,Storage,0.2
8201,45,Corporate,New York City,New York,East,Storage,0.0
8202,45,Corporate,New York City,New York,East,Phones,0.0
8203,45,Corporate,New York City,New York,East,Furnishings,0.0
8204,45,Corporate,New York City,New York,East,Machines,0.0
8205,45,Corporate,New York City,New York,East,Chairs,0.1
8206,17,Consumer,Daytona Beach,Florida,South,Tables,0.45
8207,17,Consumer,Daytona Beach,Florida,South,Art,0.2
8209,38,Consumer,Nashville,Tennessee,South,Storage,0.2
8210,36,Corporate,Nashville,Tennessee,South,Appliances,0.2
8212,45,Consumer,Dallas,Texas,Central,Storage,0.2
8214,39,Corporate,Murfreesboro,Tennessee,South,Paper,0.2
8217,40,Consumer,Dallas,Texas,Central,Fasteners,0.2
8219,40,Consumer,Dallas,Texas,Central,Labels,0.2
8221,40,Consumer,Dallas,Texas,Central,Fasteners,0.2
8222,8,Consumer,Arlington,Texas,Central,Storage,0.2
8223,23,Corporate,Pasadena,California,West,Paper,0.0
8224,23,Corporate,Pasadena,California,West,Paper,0.0
8226,44,Consumer,Everett,Massachusetts,East,Paper,0.0
8227,14,Home Office,Troy,New York,East,Furnishings,0.0
8228,14,Home Office,Troy,New York,East,Storage,0.0
8229,14,Home Office,Troy,New York,East,Accessories,0.0
8230,26,Consumer,Sandy Springs,Georgia,South,Art,0.0
8231,26,Consumer,Sandy Springs,Georgia,South,Bookcases,0.0
8232,39,Consumer,San Jose,California,West,Storage,0.0
8233,39,Consumer,San Jose,California,West,Storage,0.0
8234,18,Consumer,Jacksonville,Florida,South,Supplies,0.2
8235,18,Consumer,Jacksonville,Florida,South,Tables,0.45
8236,18,Consumer,Jacksonville,Florida,South,Chairs,0.2
8237,42,Consumer,Jacksonville,Florida,South,Storage,0.2
8238,42,Consumer,Jacksonville,Florida,South,Paper,0.2
8239,42,Consumer,Jacksonville,Florida,South,Art,0.2
8240,42,Consumer,Jacksonville,Florida,South,Furnishings,0.2
8241,36,Consumer,New York City,New York,East,Binders,0.2
8242,36,Consumer,New York City,New York,East,Accessories,0.0
8243,33,Consumer,San Francisco,California,West,Phones,0.2
8244,33,Consumer,San Francisco,California,West,Furnishings,0.0
8245,34,Corporate,Columbus,Georgia,South,Storage,0.0
8247,19,Home Office,Aurora,Illinois,Central,Art,0.2
8248,19,Home Office,Philadelphia,Pennsylvania,East,Phones,0.4
8252,10,Consumer,Chicago,Illinois,Central,Storage,0.2
8253,32,Consumer,Seattle,Washington,West,Copiers,0.0
8254,32,Consumer,Seattle,Washington,West,Paper,0.0
8255,32,Consumer,Seattle,Washington,West,Phones,0.2
8256,32,Consumer,Seattle,Washington,West,Storage,0.0
8257,32,Consumer,Seattle,Washington,West,Accessories,0.0
8258,32,Consumer,Seattle,Washington,West,Binders,0.2
8259,25,Home Office,Roseville,Michigan,Central,Paper,0.0
8260,25,Home Office,Roseville,Michigan,Central,Binders,0.0
8261,25,Home Office,Roseville,Michigan,Central,Storage,0.0
8262,50,Home Office,Fayetteville,Arkansas,South,Paper,0.0
8264,1,Consumer,New York City,New York,East,Appliances,0.0
8265,1,Consumer,New York City,New York,East,Binders,0.2
8266,18,Consumer,Dover,Delaware,East,Phones,0.0
8267,5,Consumer,Aurora,Illinois,Central,Tables,0.5
8268,5,Consumer,Aurora,Illinois,Central,Supplies,0.2
8269,5,Consumer,Aurora,Illinois,Central,Phones,0.2
8270,5,Consumer,Aurora,Illinois,Central,Art,0.2
8271,51,Consumer,New York City,New York,East,Chairs,0.1
8272,42,Corporate,El Cajon,California,West,Chairs,0.2
8273,24,Home Office,Springfield,Ohio,East,Art,0.2
8274,26,Corporate,Mount Vernon,New York,East,Storage,0.0
8275,26,Home Office,Lakewood,Ohio,East,Paper,0.2
8278,7,Home Office,Tampa,Florida,South,Storage,0.2
8279,16,Consumer,Columbus,Georgia,South,Storage,0.0
8280,19,Corporate,Jacksonville,North Carolina,South,Envelopes,0.2
8281,19,Corporate,Jacksonville,North Carolina,South,Chairs,0.2
8282,52,Home Office,Saint Charles,Illinois,Central,Machines,0.3
8283,52,Home Office,Saint Charles,Illinois,Central,Art,0.2
8284,52,Home Office,Saint Charles,Illinois,Central,Accessories,0.2
8286,33,Home Office,Miami,Florida,South,Paper,0.2
8287,33,Home Office,Miami,Florida,South,Art,0.2
8288,33,Home Office,Miami,Florida,South,Accessories,0.2
8289,33,Home Office,Miami,Florida,South,Appliances,0.2
8290,33,Home Office,Miami,Florida,South,Supplies,0.2
8291,33,Home Office,Miami,Florida,South,Labels,0.2
8293,44,Corporate,Seattle,Washington,West,Binders,0.2
8294,11,Consumer,New York City,New York,East,Phones,0.0
8295,22,Corporate,Arlington,Virginia,South,Envelopes,0.0
8296,22,Corporate,Arlington,Virginia,South,Accessories,0.0
8297,27,Corporate,Charlotte,North Carolina,South,Furnishings,0.2
8298,27,Corporate,Charlotte,North Carolina,South,Labels,0.2
8299,11,Consumer,Roseville,California,West,Art,0.0
8300,17,Consumer,Detroit,Michigan,Central,Envelopes,0.0
8301,30,Corporate,Los Angeles,California,West,Accessories,0.0
8302,30,Corporate,Los Angeles,California,West,Chairs,0.2
8303,44,Home Office,San Francisco,California,West,Phones,0.2
8304,44,Consumer,Bakersfield,California,West,Tables,0.2
8305,32,Home Office,Tulsa,Oklahoma,Central,Paper,0.0
8306,32,Home Office,Tulsa,Oklahoma,Central,Binders,0.0
8307,32,Home Office,Tulsa,Oklahoma,Central,Binders,0.0
8308,30,Home Office,San Francisco,California,West,Art,0.0
8309,9,Consumer,Houston,Texas,Central,Storage,0.2
8310,9,Consumer,Houston,Texas,Central,Tables,0.3
8311,4,Consumer,Columbus,Georgia,South,Furnishings,0.0
8312,4,Consumer,Columbus,Georgia,South,Phones,0.0
8313,28,Home Office,League City,Texas,Central,Chairs,0.3
8314,28,Home Office,League City,Texas,Central,Fasteners,0.2
8315,28,Home Office,League City,Texas,Central,Art,0.2
8316,28,Home Office,League City,Texas,Central,Paper,0.2
8317,15,Consumer,Burlington,North Carolina,South,Art,0.2
8318,15,Consumer,Burlington,North Carolina,South,Art,0.2
8319,46,Consumer,New York City,New York,East,Storage,0.0
8320,49,Consumer,Dallas,Texas,Central,Art,0.2
8322,46,Consumer,Long Beach,New York,East,Appliances,0.0
8323,46,Consumer,Long Beach,New York,East,Paper,0.0
8324,36,Home Office,Hialeah,Florida,South,Storage,0.2
8325,36,Home Office,Hialeah,Florida,South,Phones,0.2
8328,40,Consumer,Belleville,New Jersey,East,Paper,0.0
8329,40,Consumer,Belleville,New Jersey,East,Paper,0.0
8330,45,Consumer,New York City,New York,East,Accessories,0.0
8331,10,Consumer,Andover,Massachusetts,East,Storage,0.0
8332,10,Consumer,Andover,Massachusetts,East,Chairs,0.0
8333,10,Consumer,Andover,Massachusetts,East,Paper,0.0
8334,10,Consumer,Andover,Massachusetts,East,Binders,0.0
8335,19,Home Office,Newark,Delaware,East,Binders,0.0
8336,26,Consumer,Arlington,Virginia,South,Art,0.0
8337,52,Corporate,Decatur,Alabama,South,Paper,0.0
8338,52,Corporate,Decatur,Alabama,South,Accessories,0.0
8339,15,Corporate,Hesperia,California,West,Chairs,0.2
8340,46,Consumer,Chesapeake,Virginia,South,Paper,0.0
8341,23,Consumer,Los Angeles,California,West,Appliances,0.0
8342,47,Consumer,Huntsville,Alabama,South,Storage,0.0
8343,12,Consumer,Knoxville,Tennessee,South,Labels,0.2
8344,12,Consumer,Knoxville,Tennessee,South,Furnishings,0.2
8345,12,Consumer,Knoxville,Tennessee,South,Chairs,0.2
8346,18,Corporate,Lawrence,Massachusetts,East,Furnishings,0.0
8347,18,Corporate,Lawrence,Massachusetts,East,Furnishings,0.0
8349,18,Corporate,Lawrence,Massachusetts,East,Furnishings,0.0
8350,18,Corporate,Lawrence,Massachusetts,East,Paper,0.0
8351,18,Corporate,Philadelphia,Pennsylvania,East,Furnishings,0.2
8353,18,Corporate,Philadelphia,Pennsylvania,East,Tables,0.4
8355,18,Corporate,Philadelphia,Pennsylvania,East,Fasteners,0.2
8356,34,Consumer,Athens,Georgia,South,Furnishings,0.0
8357,15,Consumer,Great Falls,Montana,West,Storage,0.0
8358,15,Consumer,Great Falls,Montana,West,Phones,0.2
8359,15,Consumer,Great Falls,Montana,West,Accessories,0.0
8360,1,Consumer,El Paso,Texas,Central,Art,0.2
8362,1,Consumer,El Paso,Texas,Central,Tables,0.3
8363,1,Consumer,El Paso,Texas,Central,Storage,0.2
8364,17,Consumer,Kissimmee,Florida,South,Phones,0.2
8365,5,Home Office,Seattle,Washington,West,Phones,0.2
8366,36,Corporate,Santa Clara,California,West,Supplies,0.0
8367,36,Corporate,Santa Clara,California,West,Paper,0.0
8368,36,Corporate,Santa Clara,California,West,Binders,0.2
8369,23,Consumer,Los Angeles,California,West,Tables,0.2
8370,42,Home Office,Fresno,California,West,Bookcases,0.15
8372,47,Home Office,Seattle,Washington,West,Furnishings,0.0
